clase,descripcion
29,chicharrón de vísceras PRA
29,chilaca rellena [chile relleno]
29,chilatequile [alimento a base de carne] PRA
29,chilayo [guisado a base de cerdo] PRA
29,chile aguascalientes PRA
29,chile chiltepín seco PRA
29,chile en conserva
29,chile en nogada PRA
29,chile xcatic relleno de cazón PRA
29,chileajo [alimento a base de verduras] PRA
29,chileatole [sopa a base de maíz] PRA
29,chiles en nogada PRA
29,chiles rellenos
29,chilmole [alimento a base de carne] PRA
29,chilorio [carne con condimentos] PRA
29,chilpachole de jaiba PRA
29,chilpan [preparación de carne de puerco con chiles] PRA
29,"chilpan [preparación en crudo hecha con chiles anchos, pimienta, ajonjolí,
mezclada con carne de cerdo cruda] PRA"
29,chinicuiles no vivos [gusanos comestibles] PRA
29,chiniquiles / chinicuiles no vivos [gusanos comestibles] PRA
29,chivito tapeado PRA
29,chochas preparadas PRA
29,chochito relleno PRA
29,chocolomo [alimento a base de carne] PRA
29,chorizo de abulón PRA
29,chuales/chacales/chical [elote deshidratado] PRA
29,chuina [sopa de venado] PRA
29,chumiles /jumiles no vivos [insectos comestibles] PRA
29,churipo [alimento a base de carne] PRA
29,ciruela pasa
29,clemole [caldo de ternera o cerdo con verduras] PRA
29,cochinita pibil [carne adobada en achiote] PRA
29,cochito horneado PRA
29,cocoyol en almíbar PRA
29,corazones de alcachofa en conserva
29,cortadillo [platillo a base de carne y otros ingredientes] PRA
29,corte de res a la tampiqueña PRA
29,cremas para untar comestibles hechas a base de avellana
29,cuachalá [alimento a base de carne] PRA
29,cuachala [guisado a base de pollo] PRA
29,"cuajitos de zuazua / cuajitos de cadereita [caldo de carne de res y viceras]
PRA"
29,curtidos de frutas
29,dips a base de fruta
29,dips a base de productos lácteos
29,dips a base de vegetales
29,discada [alimento a base de carnes] PRA
29,ejotes procesados
29,elopozole [caldo a base de maíz y carne] PRA
29,elote deshidratado seco para esquites
29,elote tierno en conserva
29,elotes chorreados PRA
29,elotes en conserva
29,embutidos
29,escamoles preparados PRA
29,espárragos en conserva
29,espárragos preparados
29,esquites preparados
29,extractos de semilla de ajonjolí [producto alimenticio]
29,flor de calabaza procesada
29,flor de jamaica deshidratada para consumo humano [alimento]
29,flor de jamaica seca
29,formula láctea no de uso médico ni para bebés
29,frijol con puerco [potaje de frijol negro y carne de puerco] PRA
29,frijoles charros
29,frijoles con veneno PRA
29,frijoles refritos
29,fritada / cabrito en su sangre PRA
29,fruta acidulada
29,fruta enchilada
29,frutas en almíbar
29,frutas liofilizadas
29,gallina pinta [caldo a base de maíz y carne] PRA
29,"gallinas borrachas [platillo a base de carne de gallina en una salsa con
vegetales y alcohol] PRA"
29,gasparito seco PRA
29,ginseng procesado comestible que no sea para uso médico
29,granos de maíz cocido congelado
29,granos de maíz pozolero precocido
29,grenetina de uso alimenticio
29,guajolote no vivo [pavo]
29,guayín [tortilla de huevo rellena de frijoles refritos] PRA
29,guisado de venado PRA
29,guiso borracho [caldo] PRA
29,gusano de maguey no vivo [gusano comestible]
29,hoja santa rellena de varios ingredientes
29,hojuelas de yuca
29,huacasis caldú [caldo carne de res] PRA
29,huachinango a la veracruzana PRA
29,"huatape [caldo a base de mariscos, pescados, pollo o carne y
vegetales] PRA"
29,huatape de camarón [caldo a base de camarón y vegetales] PRA
29,huauzontles preparados PRA
29,huaxmole / mole de caderas PRA
29,huilotas en escabeche PRA
29,huitlacoche preparado [hongo comestible] PRA
29,insectos comestibles no vivos
29,jalea de membrillo PRA
29,jalea de pitahaya PRA
29,"jarabe de tres leches, elaborado preponderantemente de leche"
29,jugo de fruta para uso culinario
29,jugo de limón para uso culinario
29,jumiles no vivos [insecto comestible]
29,leche de coco en polvo
29,lengua lampreada [lengua de res empanizada] PRA
29,machaca [carne seca] PRA
29,machaca con huevo PRA
29,machaquita de mantarraya PRA
29,machitos [vísceras] PRA
29,macho [plato a base de vísceras de cabrito] PRA
29,maíz cacahuazintle cocido
29,maíz dulce en conserva
29,maíz en conserva
29,makum de repollo PRA
29,malteada a base de leche
29,manitas de cangrejo PRA
29,mantequilla clarificada
29,manzanas confitadas
29,menudo [caldo a base de maíz y carne]
29,menudo [caldo a base de maíz y carne] PRA
29,menudo blando [plato a base de panza de res] PRA
29,mermelada de manzana PRA
29,mermelada de melón PRA
29,mermelada de nopal PRA
29,miguitas [plato a base de huevo revuelto con pan o tortillas] PRA
29,mixiotes [carne enchilada cocida al vapor con salsa de achiote] PRA
29,mole de olla [caldo de carne y mezcla de chiles]
29,mortadela [embutido]
29,mousse de frutas
29,"nepupi [caldo de venado, calabaza y maíz] PRA"
29,nihuijuti / ningüijuti [guiso de puerco] PRA
29,nopales en conserva
29,nuca no viva [insecto comestible]
29,nuez procesada que no sea confitería
29,olla podrida [caldo] PRA
29,orejón de durazno [durazno deshidratado]
29,orejón de manzana [manzana deshidratada]
29,orejones de calabaza
29,ostiones al tapesco PRA
29,pacanas preparadas
29,pacanas tostadas
29,pámpano empapelado
29,pámpano en escabeche PRA
29,pasta de frutas
29,pasta de frutas deshidratadas
29,pasta de verduras
29,pasta untable a base de verduras.
29,pastas untables a base de productos lácteos
29,pastel de lengua [embutido]
29,pastel de pavo [embutido]
29,pastel de pollo (embutido)
29,patagorría [plato preparado a base de vísceras de cabrito] PRA
29,paté de camarón
29,pato en chirmol PRA
29,pejelagarto asado PRA
29,penca rellena PRA
29,pepita con tasajo PRA
29,pepita salada
29,pescado a la talla
29,pescado a la tikin-xic PRA
29,pescado zarandeado PRA
29,picadillo [carne preparada]
29,poc chuc [carne de cerdo marinada] PRA
29,pollo a la jardinera PRA
29,pozole [caldo a base de maíz y carne] PRA
29,pozole verde [caldo a base de maíz y carne] PRA
29,productos cárnicos
29,productos derivados del queso
29,"proteína para la alimentación humana, no suplementos alimenticios"
29,puchero [caldo a base de verduras y carne]
29,puerquito echado [puerco horneado] PRA
29,pulpa de coco PRA
29,pulpo enamorado [guisado] PRA
29,puré de camote
29,puré de tubérculos
29,queso de puerco [embutido]
29,queso relleno [guisado] PRA
29,raíces procesadas comestibles que no sean para uso médico
29,rallado de membrillo [conserva a base de membrillo] PRA
29,"refrigerios a base de nueces, a saber, racimos de nueces"
29,robalo a la tabasqueña PRA
29,romeritos preparados
29,sabanas de res [plato preparado a base de carne] PRA
29,salami [embutido]
29,salpicón de venado PRA
29,segueza PRA
29,shuti /shote con momo PRA
29,sihuamonte [caldo de carne] PRA
29,sihuamut [caldo de carne] PRA
29,sopa azteca PRA
29,sopa de chaya PRA
29,sopa de hule PRA
29,sopa de lima PRA
29,sopa de oreja de cazahuate PRA
29,sopa de pan/ sopa de fiesta PRA
29,sopa tarasca PRA
29,sustituto de carne a base de tofu
29,sustituto de carne a base de vegetales
29,sustituto de pescado a base de vegetales
29,takuajane
29,tasajo [carne] PRA
29,tejocote en conserva
29,tesmole / texmole PRA
29,tlatlapas de frijol [sopa] PRA
29,tlaxtihuilli
29,tocino ahumado
29,tooncha [guisado a base de carne de puerco] PRA
29,topén frito PRA
29,tortilla española
29,tortitas de
29,trolelotes [granos de elote preparados] PRA
29,uliche [caldo
29,uva pasa
29,vanaspati [aceite]
29,wakabi [cocido de vaca] PRA
29,zongolica
3,ácido hialurónico (preparaciones cosméticas de -)
3,bicarbonato de sodio para la limpieza de uso doméstico
3,cintas adhesivas para uñas postizas
3,delineadores de labios
3,delineadores líquidos
3,diamantina de uso cosmético
3,exfoliantes [preparaciones cosméticas]
3,lápices delineadores para ojos
3,preparaciones para tratamientos capilares
3,tatuajes temporales de uso cosmético
3,toallitas vaginales perfumadas
30,achiote [condimento] / axiote [condimento]
30,albahaca [condimento]
30,alcorzas [pasta blanca de azúcar] PRA
30,alegría [amaranto con miel] PRA
30,alfajor de coco [cocada] PRA
30,alfajores
30,alfeñiques [dulces] PRA
30,almendra cubierta con chocolate
30,almíbar para frutas
30,almidón de arrurruz
30,amaranto con miel [alegrias] PRA
30,amaranto con pasas
30,arroz a la tumbada PRA
30,arroz malteado fermentado
30,atápacua / atápakua [salsa espesa a base de maíz] PRA
30,ate [producto de confitería] PRA
30,atole [bebida a base de harina] PRA
30,atole de aguamiel/ atole de miel de maguey PRA
30,atole de chaqueta / atole negro PRA
30,atole de maíz de teja de Camargo PRA
30,atole malarrabia [ bebida de masa de maíz mezclado con plátanos fritos] PRA
30,atropellados [tacos de carne seca] PRA
30,barras hechas de granos procesados
30,batarete [bebida a base de piloncillo y pinole] PRA
30,batarete [dulce de piloncillo y pinole] PRA
30,bebidas a base de café con adición de leche
30,bicarbonato de sodio para cocinar
30,birote [pan]
30,bocoles [alimento a base de masa de maíz] PRA
30,bodoques [pan] PRA
30,bolillo [pan]
30,bolis [congeladas]
30,botanas a base de harina
30,botanas dulces a base de frutas [confitería]
30,botanas dulces a base de leguminosas [confitería]
30,botanas dulces a base de vegetales [confitería]
30,budín de calabaza PRA
30,buñuelos [alimento a base de harina]
30,burritos [tortilla de harina rellena de varios ingredientes]
30,cacaguada [bebida a base de pulpa de caco] PRA
30,cacahuate garrapiñado
30,café en presentación de cápsula
30,café verde
30,cajeta [postre]
30,cajeta de membrillo / ate de membrillo / dulce de membrillo PRA
30,cal para nixtamal
30,calzone [empanadas]
30,camote [producto de confitería]
30,camote achicalado [dulce] PRA
30,campechanitas de parras [pan] PRA
30,canapés [bocadillo]
30,capirotada [dulce a base de pan] PRA
30,cemita [pan]
30,chalupas [alimento a base de maíz] PRA
30,chamoy [dulce]
30,champurrado [bebida a base de maíz] PRA
30,chamucos de calvillo [producto de panadería] PRA
30,chanchamito [alimento a base de masa de maíz] PRA
30,charamuscas [dulce] PRA
30,chicharrón de harina
30,chichimbre [galleta] PRA
30,chilaquiles [tortilla frita de maíz cubierta de salsa] PRA
30,chilate [bebida a base de cacao] PRA
30,chileatole [bebida a base de maíz] PRA
30,chimangos [fritura de harina] PRA
30,chimbo [pan dulce] PRA
30,chimichanga [tortilla de harina rellena de varios ingredientes]
30,chinculguajes [alimento a base de masa de maíz] PRA
30,chirmol [salsa]
30,chochoyotes [alimento a base de maíz]
30,chocolate [bebida]
30,chocolate en presentación de cápsula
30,chocolate untable
30,chocolatería para árboles de Navidad
30,chongo tabasqueño [pan] PRA
30,chongos zamoranos [postre] PRA
30,chorote [bebida de cacao y masa de nixtamal] PRA
30,chorote [bebida fermentada de masa de nixtamal y cacao molido] PRA
30,chorreadas [pan] PRA
30,churpias [galletas de cacahuate]
30,chutneys [condimento]
30,cilantro deshidratado [hierba aromática para sazonar]
30,coberturas sabor a chocolate
30,codzitos [tortilla rellena de varios ingredientes] PRA
30,coloradito [mole] PRA
30,coricos [galletas] PRA
30,coricos de trigo [galletas] PRA
30,cortadillo [pan dulce] PRA
30,corundas [tamal de maíz] PRA
30,coyotas [alimento a base de harina de trigo] PRA
30,crema pastelera
30,creme brulee
30,cupcakes
30,dashi-tsuyu (condimento japones)
30,difunto [pan] PRA
30,dips a base de chocolate
30,dips a base de mayonesa
30,dulce de arrayán/dulce de guayabilla PRA
30,dulce de calabaza
30,dulce de camote
30,dulce de chamoy
30,dulce de frijol PRA
30,dulce de leche quemada PRA
30,dulce de quiote PRA
30,dulce o mezclas de pasta dulce de alubias adzuki (mizu-yokan no moto)
30,dumplings [bolas de masa rellenas]
30,edulcorante natural a base de stevia
30,empalmes regios [ [alimento a base de tortilla y frijol] PRA
30,empanadas de carne
30,empanadas de cazón PRA
30,empanadas de coco PRA
30,empanadas de piloncillo y nuez PRA
30,empanochadas [pan] PRA
30,encacahuatado [salsa a base de cacahuates y chiles secos] PRA
30,enchiladas [alimento a base de tortilla]
30,enchiladas de olla PRA
30,enchiladas ilustradas PRA
30,enchiladas mineras PRA
30,enchiladas pixtle PRA
30,enchiladas queretanas PRA
30,enchiladas tamaulipecas PRA
30,enchiladas tultecas PRA
30,endulzante natural a base de stevia
30,endulzante natural de agave
30,eneldo deshidratado [especia]
30,enfrijoladas [alimento a base de tortilla]
30,enmoladas [alimento a base de tortilla]
30,ensalada de macarrones
30,epazote [condimento]
30,escabeche [salsa para marinar]
30,esquiate / pinole [maíz tostado y molido] PRA
30,esquiate [bebida de maíz tostado y molido] PRA
30,esquiate [sopa a base de maíz tostado adicionado con hierbas] PRA
30,fideos de soba
30,fideos instantáneos
30,flanes
30,flauta [alimento a base de tortilla de maíz]
30,frailes [pan] PRA
30,frutas cubiertas de chocolate.
30,frutos secos garrapiñados
30,galletas a base de cereales [barras]
30,galletas a base de frutos secos [barras]
30,galletas de nata
30,garapacho [galleta] PRA
30,geles de sabores para dar brillo usados en la panificación
30,gollorías [dulce de nuez] PRA
30,gorditas [alimento a base de masa de maíz] PRA
30,gorditas de chicharrón [masa rellena de chicharrón prensado]
30,gorditas de harina rellenas PRA
30,gorditas de nata [pan]
30,granola
30,granos de café cubiertos de azúcar
30,guacamayas [pan relleno de varios ingredientes] PRA
30,guajolota [pan relleno de masa de maíz] PRA
30,guichepos [tamal de elote] PRA
30,halvah [dulces árabes]
30,harina de arroz para la alimentación humana
30,harina para hacer pasteles y budines
30,harina para tempura
30,harinillas [galletas] PRA
30,helado de mole PRA
30,hoja santa [condimento]
30,hojarascas [galletas] PRA
30,hojas de laurel deshidratadas [condimento]
30,hot cakes
30,hot dogs
30,huaraches [tortilla gruesa de maíz] PRA
30,infusión de izote PRA
30,itacates de Tepoztlán [alimento a base de masa de maíz] PRA
30,ixguá/ zisguá/ sisguá/ sisguaj [postre de maíz tierno] PRA
30,jamoncillo [dulce a base de semillas] PRA
30,jarabe de agave [endulzante]
30,jarabe de maíz [endulzante]
30,jarabe de maple
30,jarabe para panqueques
30,jericaya /jericaIIa (natilla) PRA
30,jericaya/ Jericalla [natilla] PRA
30,joloches [alimento a base de masa de maíz] PRA
30,kasha [trigo procesado]
30,kibis [masa de trigo rellena de carne molida] PRA
30,lasaña
30,lonche [pan relleno de varios ingredientes]
30,malteada a base de chocolate
30,malteada a base de helado
30,mamones [pan rosa] PRA
30,mamones [pan] PRA
30,manea [alimento a base de masa de maíz] PRA
30,mango enchilado cubierto de chocolate
30,marinado para carnes y pescados a base de chilpan PRA
30,marquetas de manzana y membrillo [dulce] PRA
30,melcocha [dulce de miel] PRA
30,memelas [alimento a base de maíz] PRA
30,merengues [dulce]
30,mezclas para rebozar alimentos
30,miel de agave [endulzante]
30,"mole [salsa preparada con chiles, otros ingredientes y especias]"
30,mole de xico PRA
30,mole jumil PRA
30,mole poblano PRA
30,mole rosa PRA
30,molotes [alimento a base de masa de maíz] PRA
30,montados [tortilla de harina rellena de varios ingredientes]
30,morelianas [producto de confitería] PRA
30,morisqueta
30,mostachones
30,muéganos [dulce a base de harina de trigo]
30,mukbil [alimento a base de masa de maíz] PRA
30,"nachos [plato a base de totopos, queso y chiles] PRA"
30,nenguanitos [galletas] PRA
30,nicuatole [postre de masa de maíz] PRA
30,nikuman [bollos al vapor rellenos de carne picada]
30,nixtamal [harina de maíz] PRA
30,nogada [salsa a base de nuez]
30,noodles [fideos]
30,nueces cubiertas de canela [producto de confitería]
30,nuegados [bolitas dulces a base de harina] PRA
30,obleas
30,orégano deshidratado [hierba aromática para sazonar]
30,oreja de mico [dulce de papaya] PRA
30,pacherelas [tacos de tripas doradas] PRA
30,palanqueta [dulce a base de granos]
30,paleta de hielo
30,pambazo [pan relleno de varios ingredientes] PRA
30,pambazo xalapeño con chorizo PRA
30,pan de acámbaro PRA
30,pan de aparejo PRA
30,pan de cazón [tortilla de maíz rellena de pescado] PRA
30,pan de maíz / pan de acero PRA
30,pan de muertos PRA
30,pan de pulque PRA
30,pan ranchero PRA
30,pan sin gluten
30,panetela
30,panocha [dulce] PRA
30,panuchos [tortilla rellena de varios ingredientes] PRA
30,"papadzules [tortilla de maíz rellena de huevo cocido remojada en salsa de
pepita de calabaza] PRA"
30,papín [postre / dulce] PRA
30,pasitas cubiertas con chocolate [confitería]
30,pasta de chocolate
30,pasta de tamarindo [producto de confitería]
30,pastes [pasta de hojaldre relleno de distintos ingredientes]
30,pay de carne
30,pay de queso
30,pellizcadas / picadas [alimento a base de masa de maíz] PRA
30,pelonas [pan relleno de varios ingredientes] PRA
30,pemoles [galletas]
30,pemoles [galletas] PRA
30,penchuque [alimento a base de masa de maíz] PRA
30,pepitorias/ ajonjolitoria [dulce a base de semillas] PRA
30,perejil deshidratado [especias]
30,pibipollo [alimento a base de masa de maíz y carne]
30,picte [tamal de elote] PRA
30,piloncillo [endulzante natural]
30,pimiento seco [condimento]
30,piña enchilada cubierta con chocolate.
30,pinole [bebida a base de maíz]
30,pinole [harina a base de maíz]
30,pinturitas [galletas]
30,"pipián [salsa de semillas de calabaza, o almendras o maíz tostado, molidos con
chile verde]"
30,pixtamales PRA
30,pixte [bebida a base de masa de maíz] PRA
30,polcanes [alimento a base de masa de maíz blanco] PRA
30,polenta [sémola de maíz procesado]
30,polvillo [bebida a base de maíz] PRA
30,polvo de apio [condimento]
30,polvo de chamoy [condimento]
30,polvo de chamoy [dulce]
30,polvo para preparar atole
30,ponteduro [dulce] PRA
30,popcakes
30,postres helados con frutas [parfaits]
30,pozol [bebida a base de cacao y maíz] PRA
30,"pozontle [ bebida a base de cacao, maíz y panela] PRA"
30,pralinés [confitería]
30,preparaciones dietéticas a base de cereales
30,pulpa de chamoy
30,pulpa de tamarindo
30,pulunche [bebida a base de cacao molido] PRA
30,Puxinú [palomita de maíz con miel de piloncillo] PRA
30,queques [galleta] PRA
30,quesadillas [tortilla rellena de varios ingredientes]
30,quesadillas quiteñas [pan] PRA
30,"queso de higo [dulce de higo, azúcar y nuez] PRA"
30,queso de nuez [dulces de leche y nuez] PRA
30,queso de tuna [dulce de tuna] PRA
30,quetatei [panes de harina de trigo y maíz fritos con sal en el comal] PRA
30,raspados de hielo
30,raspados de sabores
30,"recado rojo / recado colorado / recado negro, blanco y verde [mezcla de
diversas especias] PRA"
30,rollos de
30,rollos de sushi
30,romero deshidratado [hierba aromática para sazonar]
30,rosca de reyes [pan]
30,saborizante en polvo para helados
30,saká [bebida
30,sal con saborizantes
30,sal de ajo [condimento]
30,sal de gusano [condimento]
30,salbute [alimento a base de masa de maíz] PRA
30,salsa chimichurri
30,salsa de achiote
30,salsa de aguacate
30,salsa de chamoy
30,salsa de chicatana
30,salsa de chile
30,salsa de ostión
30,salsas de frutas
30,semita chorreada [pan] PARA
30,sésamo tostado para sazonar
30,simichol [bebida a base de maíz fermentado] PRA
30,somen [pasta alimenticia]
30,sopa de arroz negro PRA
30,sopa ramen
30,sopes [tortilla gruesa de maíz con salsa y otros ingredientes]
30,soske [atole de maíz] PRA
30,suaderos [rollos de jalea rellenos de piñones y almendras] PRA
30,suaderos de membrillo [dulce] PRA
30,sustituto de carne a base de gluten
30,sustituto natural de azúcar a base de stevia
30,taco de alacrán PRA
30,tacos acorazados PRA
30,tacos de canasta [tortilla rellena varios ingredientes]
30,tacos rancheros PRA
30,tacuarines de maíz [galletas] PRA
30,tamal campechano PRA
30,tamal chanchamito [alimento a base de masa de maíz] PRA
30,tamal de espelón PRA
30,tamal de hoja de chaya PRA
30,tamal de puerco en chilpan PRA
30,tamal de puerco en joloche PRA
30,tamales
30,tamales de
30,tamales de ceniza PRA
30,tamales de chiltepín PRA
30,tamales de chipilín
30,tamales de dedo PRA
30,tamales de elote con
30,"tanchuca [bebida a base de cocoa, anís y chocolate] PRA"
30,tapataxtle [alimento a base de masa de maíz] PRA
30,taquitos rojos PRA
30,tascalate [bebida a base de maíz y cacao] PRA
30,té
30,té con adición de leche
30,tejate [bebida a base de cacao y maíz] PRA
30,tejuino [bebida a base de maíz] PRA
30,tetapún [pan de camote] PRA
30,tetelas [alimento a base de masa de maíz] PRA
30,tlacoyos / tlayoyos [tortilla gruesa de maíz] PRA
30,tlacoyos [tortilla gruesa de maíz] PRA
30,tlaolli [masa de maíz tostado] PRA
30,tlaxcales [pan] PRA
30,tlayudas [tortilla de maíz] PRA
30,tomillo deshidratado [especia]
30,toqueras [alimento a base de masa de maíz] PRA
30,torrejas [pan] PRA
30,torrejitas de yuca [postre] PRA
30,tortas ahogadas PRA
30,tortilla de nopal
30,tortilla tostada de maíz
30,tortitas de santa clara [galletas] PRA
30,tostadas de jerez PRA
30,totopo [tortilla de maíz frita]
30,totopo [tortilla de maíz seca]
30,totoposte [tortilla de maíz] PRA
30,tumbagones [dulce] PRA
30,turcos [empanadas dulces de carne] PRA
30,turulete [galleta] PRA
30,uchepo [tamal de maíz] PRA
30,uchepos [tamal en hoja de elote] PRA
30,vaina de vainilla deshidratada [saborizante]
30,voundan
30,wasabe [condimento]
30,watónali [bebida a base de pinole] PRA
30,wonton [masa rellena]
30,xilitol [edulcorante natural]
30,xocochile [salsa] PRA
30,yakisoba [tallarines fritos]
30,yemitas de canela
30,yuca con
30,zacahuil
30,zacahuil [tamal] PRA
30,zapotitos [dulce de pepita de calabaza] PRA
31,acoyote [planta]
31,aguacate [fruto]
31,aguamas [fruta fresca] PRA
31,aguamas [planta] PRA
31,albahaca fresca
31,alimento para animales con adición de suplementos alimenticios
31,apio fresco
31,árbol de cazahuates PRA
31,árbol de colorín PRA
31,árbol de guaje PRA
31,árbol de guamuchil / huamúchil PRA
31,árbol de macús PRA
31,árbol de palo blanco PRA
31,árbol de pochote PRA
31,árbol de siricote PRA
31,arrayán [fruta fresca] PRA
31,arreglos de frutas naturales
31,ayacote fresco [leguminosas]
31,ayacote fresco/patoles [leguminosas] PRA
31,bainoro fresco PRA
31,berenjenas frescas
31,biznaga [planta]
31,botanas para animales
31,bótil fresco [leguminosas]
31,brócoli fresco
31,cabeza de negro [fruto fresco] PRA
31,cabuches [flor de biznaga sin procesar]
31,cactus de higo chumbo PRA
31,caimito [fruta fresca] PRA
31,calabaza chihua fresca PRA
31,calabaza de invierno [pumpkins] PRA
31,calabaza pipiana fresca PRA
31,camote [tubérculo sin procesar]
31,capulín fresco [fruto] PRA
31,cardón fresco PRA
31,carnaza para perros
31,chapulines vivos [insectos comestibles]
31,chaya (espinaca)
31,chayote fresco
31,chepiche fresco PRA
31,chicatanas vivas [insecto comestible]
31,chihua [planta] PRA
31,chilacayote fresco PRA
31,chile amashito fresco PRA
31,chile chiltepfn fresco PRA
31,chile chorro fresco PRA
31,chile de agua fresco PRA
31,chile piqufn fresco PRA
31,chiles frescos
31,chilhuacle negro fresco PRA
31,chilitos de biznaga fresco PRA
31,chinicuiles vivos [gusano comestible]
31,chinin [fruta fresca] PRA
31,chipilín [planta]
31,chochas frescas [flor fresca comestible] PRA
31,chumiles /jumiIes vivos [insectos comestibles] PRA
31,cidra fresca PRA
31,cilantro fresco [hierba aromática]
31,cocoyol (fruta)
31,cogollos de izote [planta] PRA
31,cuajilote [planta] PRA
31,cuajinicuil fresco [leguminosa] PRA
31,cueza / chinchayote [tubérculo sin procesar] PRA
31,ejote [vaina sin procesar]
31,elote sin procesar [mazorca de maíz]
31,embrión animal
31,eneldo fresco
31,epazote fresco
31,espárragos frescos
31,flor de calabaza natural
31,flor de cempasúchil natural
31,flor de jamaica natural
31,gasparito fresco PRA
31,gordo lobo [planta] PRA
31,granos de maíz pozolero crudo
31,granos de maíz sin procesar
31,guaje [semilla fresca] PRA
31,guajolote vivo [pavo]
31,guamuchil / huamúchil [fruta fresca] PRA
31,guapaque (fruta exótica)
31,guayaba de calvillo [fruta fresca] PRA
31,gusano de maguey vivo
31,hoja de maíz para tamal
31,hoja de momo /too [planta] PRA
31,hoja de plátano para tamal
31,hoja santa / hierba santa [planta] PRA
31,hoja santa [planta]
31,hojas de laurel frescas
31,huapilla / guapilla fresca [fruta fresca] PRA
31,huauzontle [planta]
31,huitlacoche fresco [hongo]
31,jacubes frescos PRA
31,jobo / mango papaya [fruta fresca] PRA
31,joloche (planta)
31,jumiles vivos [insecto comestible]
31,lazos de flores naturales
31,leche [alimento para animales]
31,macús [fruto fresco] PRA
31,mahuacatas [semilla fresca] PRA
31,maíz cacahuazintle sin procesar
31,maíz sin procesar para palomitas [semilla en bruto]
31,mazorca de maíz fresca
31,musgo absorbente
31,nance (fruta)
31,nopales frescos
31,nucú vivas [insecto]
31,nurhíteni [planta] PRA
31,olote [alimento para animales]
31,orégano [hierba aromática fresca]
31,pagua /chinene [fruta fresca] PRA
31,pepinillos silvestres frescos PRA
31,perejil [hierba aromática fresca]
31,piñones frescos
31,pistaches sin procesar
31,pitahaya fresca / fruta del dragón [fruta] PRA
31,pitaya fresca PRA
31,pitiona [planta] PRA
31,pochocuiles vivos [gusanos comestibles] PRA
31,pochote fresco [fruto] PRA
31,poros frescos
31,quelite fresco
31,quintonil/quelite fresco PRA
31,rambután (fruta)
31,ramos de flores naturales
31,romeritos frescos
31,romero [hierba aromática fresca]
31,semilla de canola sin procesar
31,semillas de girasol sin procesar
31,semillas hibridas de siembra sin procesar
31,semillas transgénicas de siembra sin procesar
31,siricote [fruto fresco] PRA
31,sorgo
31,sorgo forrajero PRA
31,tejocote fresco
31,tocado de flores naturales
31,tomate verde fresco
31,tuna
31,xoconostle [fruto]
31,zapote [fruto]
32,agua envasada [bebidas]
32,ales [cervezas]
32,bate [bebida]
32,bebidas a base de avena (excepto leche de avena)
32,bebidas a base de chía
32,cebadina ART
32,horchata de coco [bebida]
32,lágrimas de la virgen [bebida] ART
32,naranjadas
32,ponche sin alcohol
32,sangrita
32,tepache [bebida refrescante]
32,tuba [bebida a base de coco] ART
32,vinos sin alcohol
33,balché [bebida alcohólica] ART
33,chicha [bebida alcohólica de fruta fermentada] ART
33,colonche [bebida alcohólica] ART
33,comiteco [bebida alcohólica]
33,crema de damiana [licor] ART
33,marrasquino [licor]
33,mistela [bebida alcohólica]
33,ponche con alcohol
33,"ponche de comala [bebida elaborada con mezcal, granada, ciruela pasa,
cacahuate, guayabilla y tamarindo] ART"
33,posh o pox [bebida alcohólica] ART
33,pulque [bebida alcohólica fermentada] ART
33,pumpo [bebida alcohólica] ART
33,raicilla [bebida espirituosa] ART
33,rompope
33,tepache [bebida alcohólica de fruta fermentada]
33,torito de cacahuate [bebida alcohólica] ART
33,tuba [bebida alcohólica a base de coco] ART
33,vermut [licor]
33,xtabentún [bebida alcohólica] ART
34,snus
35,administración de base de datos de inventarios
35,administración de nóminas
35,administración de personal
35,administración de redes sociales con fines de marketing (community manager)
35,alquiler de peceras con fines publicitarios o de exhibición comercial
35,alquiler de voz con fines comerciales y publicitarios
35,análisis del impacto de nuevos productos en un panel de consumidores
35,"asesoría en negocios con relación a fusiones y adquisiciones de sociedades
mercantiles"
35,"atención a clientes (servicios de -) para manifestar quejas y sugerencias en
relación con productos y servicios que no sean con fines legales"
35,casting (servicios de -) con fines publicitarios
35,clasificación de correspondencia [trabajos de oficina]
35,"comparación de servicios de empresas [información comercial al consumidor
sobre servicios prestados por empresas]"
35,consultoría sobre posicionamiento político
35,devoluciones (servicios de -) de mercancías derivadas de una compra
35,difusión publicitaria de campañas políticas
35,"directorios (servicios de -) comerciales para asistir en la ubicación de personas,
lugares, organizaciones, números telefónicos y de páginas en sitios de Internet"
35,diseño de eventos comerciales [organización]
35,edición de imágenes con fines publicitarios
35,emisión de comprobantes fiscales digitales [facturación electrónica]
35,encuestas (servicios de -) con fines electorales
35,"estrategias promocionales (servicios de -) para la obtención de recompensas
originada de una compra"
35,"estrategias promocionales (servicios de -) para la obtención de recompensas
para aumentar la lealtad de los clientes"
35,"estrategias promocionales (servicios de -) para la obtención de recompensas
para clientes frecuentes"
35,estudios (servicios de -) socioeconómicos
35,evaluar (servicios de -) al personal a través de compradores encubiertos
35,"examen (aplicación de -) a través de un polígrafo para el reclutamiento de
personal"
35,exámenes (aplicación de -) para la selección de personal
35,"gestión administrativa para la tramitación de licencias de manejo, para la
renovación y tramitación de tarjetas de circulación"
35,"incubadora de negocios / incubación de negocios (gestión y organización de
empresas)"
